Card Name,Bank Name,Card Type,Tags,Website,Description,Eligibility,Key Benefits,FAQ
Karnataka Bank Shopping Credit Card,Karnataka Bank,Shopping Credit Card,"Travel, Rewards, Fuel",https://www.karnatakabank.com/shopping-credit-card,"The Karnataka Bank Shopping Credit Card offers exceptional benefits for users looking for shopping and travel rewards. Features include Complimentary insurance coverage, Movie ticket discounts, and Complimentary insurance coverage. Perfect for frequent families.",Indian resident; Good credit score (700+); Minimum age 21 years,5% cashback on online purchases; Reward points on every spend; Complimentary insurance coverage,How to apply? Apply online via the bank website or visit the nearest branch.
Karnataka Bank Gold Credit Card,Karnataka Bank,Gold Credit Card,"EMI, Cashback, Airport Lounge",https://www.karnatakabank.com/gold-credit-card,"The Karnataka Bank Gold Credit Card offers exceptional benefits for users looking for dining and emi rewards. Features include 5% cashback on online purchases, Complimentary insurance coverage, and 5% cashback on online purchases. Perfect for frequent families.","Minimum monthly income of ₹25,000; Salaried or self-employed; Indian resident",Free airport lounge access; Movie ticket discounts; 5% cashback on online purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Karnataka Bank Shopping Credit Card,Karnataka Bank,Shopping Credit Card,"Business, Airport Lounge, Shopping",https://www.karnatakabank.com/shopping-credit-card,"The Karnataka Bank Shopping Credit Card offers exceptional benefits for users looking for rewards and emi rewards. Features include Complimentary insurance coverage, Free airport lounge access, and 5% cashback on online purchases. Perfect for frequent travelers.","Good credit score (700+); Indian resident; Minimum monthly income of ₹25,000",Free airport lounge access; 5% cashback on online purchases; Complimentary insurance coverage,How to apply? Apply online via the bank website or visit the nearest branch.
Karnataka Bank Platinum Credit Card,Karnataka Bank,Platinum Credit Card,"Rewards, Cashback, Airport Lounge",https://www.karnatakabank.com/platinum-credit-card,"The Karnataka Bank Platinum Credit Card offers exceptional benefits for users looking for emi and dining rewards. Features include Free airport lounge access, Exclusive dining offers, and 5% cashback on online purchases. Perfect for frequent business users.","Good credit score (700+); Minimum monthly income of ₹25,000; Indian resident",No annual fee for first year; Complimentary insurance coverage; Movie ticket discounts,How to apply? Apply online via the bank website or visit the nearest branch.
Karnataka Bank Travel Credit Card,Karnataka Bank,Travel Credit Card,"Rewards, Shopping, Dining",https://www.karnatakabank.com/travel-credit-card,"The Karnataka Bank Travel Credit Card offers exceptional benefits for users looking for dining and shopping rewards. Features include Fuel surcharge waiver, Free airport lounge access, and Exclusive dining offers. Perfect for frequent travelers.","Minimum monthly income of ₹25,000; Good credit score (700+); Indian resident",Reward points on every spend; Complimentary insurance coverage; EMI on purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Karnataka Bank Cashback Credit Card,Karnataka Bank,Cashback Credit Card,"Rewards, Airport Lounge, Business",https://www.karnatakabank.com/cashback-credit-card,"The Karnataka Bank Cashback Credit Card offers exceptional benefits for users looking for travel and shopping rewards. Features include Exclusive dining offers, Movie ticket discounts, and EMI on purchases. Perfect for frequent business users.",Minimum age 21 years; Salaried or self-employed; Good credit score (700+),Movie ticket discounts; Exclusive dining offers; Fuel surcharge waiver,How to apply? Apply online via the bank website or visit the nearest branch.
Karnataka Bank Youth Credit Card,Karnataka Bank,Youth Credit Card,"Rewards, Fuel, Shopping",https://www.karnatakabank.com/youth-credit-card,"The Karnataka Bank Youth Credit Card offers exceptional benefits for users looking for cashback and shopping rewards. Features include Fuel surcharge waiver, EMI on purchases, and 5% cashback on online purchases. Perfect for frequent business users.","Indian resident; Minimum monthly income of ₹25,000; Good credit score (700+)",5% cashback on online purchases; No annual fee for first year; Exclusive dining offers,How to apply? Apply online via the bank website or visit the nearest branch.
Karnataka Bank Travel Credit Card,Karnataka Bank,Travel Credit Card,"Travel, Rewards, Dining",https://www.karnatakabank.com/travel-credit-card,"The Karnataka Bank Travel Credit Card offers exceptional benefits for users looking for emi and airport lounge rewards. Features include 5% cashback on online purchases, Fuel surcharge waiver, and Movie ticket discounts. Perfect for frequent travelers.","Minimum monthly income of ₹25,000; Good credit score (700+); Salaried or self-employed",Reward points on every spend; Complimentary insurance coverage; 5% cashback on online purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Kotak Mahindra Bank Travel Credit Card,Kotak Mahindra Bank,Travel Credit Card,"Rewards, Airport Lounge, Shopping",https://www.kotakmahindrabank.com/travel-credit-card,"The Kotak Mahindra Bank Travel Credit Card offers exceptional benefits for users looking for business and shopping rewards. Features include Complimentary insurance coverage, Movie ticket discounts, and Movie ticket discounts. Perfect for frequent shoppers.","Indian resident; Minimum age 21 years; Minimum monthly income of ₹25,000",Exclusive dining offers; Complimentary insurance coverage; Reward points on every spend,How to apply? Apply online via the bank website or visit the nearest branch.
Kotak Mahindra Bank Youth Credit Card,Kotak Mahindra Bank,Youth Credit Card,"Travel, EMI, Rewards",https://www.kotakmahindrabank.com/youth-credit-card,"The Kotak Mahindra Bank Youth Credit Card offers exceptional benefits for users looking for cashback and shopping rewards. Features include 5% cashback on online purchases, Movie ticket discounts, and Fuel surcharge waiver. Perfect for frequent travelers.",Good credit score (700+); Salaried or self-employed; Indian resident,5% cashback on online purchases; EMI on purchases; No annual fee for first year,How to apply? Apply online via the bank website or visit the nearest branch.
Kotak Mahindra Bank Gold Credit Card,Kotak Mahindra Bank,Gold Credit Card,"Business, Dining, Cashback",https://www.kotakmahindrabank.com/gold-credit-card,"The Kotak Mahindra Bank Gold Credit Card offers exceptional benefits for users looking for airport lounge and cashback rewards. Features include Free airport lounge access, Fuel surcharge waiver, and Fuel surcharge waiver. Perfect for frequent families.","Good credit score (700+); Salaried or self-employed; Minimum monthly income of ₹25,000",Complimentary insurance coverage; Free airport lounge access; 5% cashback on online purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Kotak Mahindra Bank Corporate Credit Card,Kotak Mahindra Bank,Corporate Credit Card,"Travel, Airport Lounge, Rewards",https://www.kotakmahindrabank.com/corporate-credit-card,"The Kotak Mahindra Bank Corporate Credit Card offers exceptional benefits for users looking for rewards and dining rewards. Features include Free airport lounge access, No annual fee for first year, and Reward points on every spend. Perfect for frequent shoppers.","Minimum monthly income of ₹25,000; Good credit score (700+); Salaried or self-employed",EMI on purchases; Complimentary insurance coverage; 5% cashback on online purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Kotak Mahindra Bank Platinum Credit Card,Kotak Mahindra Bank,Platinum Credit Card,"Airport Lounge, Shopping, Rewards",https://www.kotakmahindrabank.com/platinum-credit-card,"The Kotak Mahindra Bank Platinum Credit Card offers exceptional benefits for users looking for travel and dining rewards. Features include No annual fee for first year, Complimentary insurance coverage, and No annual fee for first year. Perfect for frequent shoppers.",Minimum age 21 years; Indian resident; Salaried or self-employed,Movie ticket discounts; Complimentary insurance coverage; Fuel surcharge waiver,How to apply? Apply online via the bank website or visit the nearest branch.
Kotak Mahindra Bank Rewards Credit Card,Kotak Mahindra Bank,Rewards Credit Card,"Airport Lounge, Shopping, Dining",https://www.kotakmahindrabank.com/rewards-credit-card,"The Kotak Mahindra Bank Rewards Credit Card offers exceptional benefits for users looking for business and business rewards. Features include Reward points on every spend, Movie ticket discounts, and Fuel surcharge waiver. Perfect for frequent families.",Good credit score (700+); Salaried or self-employed; Indian resident,Complimentary insurance coverage; No annual fee for first year; 5% cashback on online purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Kotak Mahindra Bank Cashback Credit Card,Kotak Mahindra Bank,Cashback Credit Card,"Dining, Cashback, Shopping",https://www.kotakmahindrabank.com/cashback-credit-card,"The Kotak Mahindra Bank Cashback Credit Card offers exceptional benefits for users looking for emi and travel rewards. Features include Exclusive dining offers, 5% cashback on online purchases, and Free airport lounge access. Perfect for frequent travelers.","Minimum monthly income of ₹25,000; Salaried or self-employed; Minimum age 21 years",Free airport lounge access; Fuel surcharge waiver; Exclusive dining offers,How to apply? Apply online via the bank website or visit the nearest branch.
Kotak Mahindra Bank Corporate Credit Card,Kotak Mahindra Bank,Corporate Credit Card,"Fuel, Travel, Airport Lounge",https://www.kotakmahindrabank.com/corporate-credit-card,"The Kotak Mahindra Bank Corporate Credit Card offers exceptional benefits for users looking for rewards and cashback rewards. Features include Exclusive dining offers, No annual fee for first year, and No annual fee for first year. Perfect for frequent shoppers.","Salaried or self-employed; Good credit score (700+); Minimum monthly income of ₹25,000",Fuel surcharge waiver; Complimentary insurance coverage; Free airport lounge access,How to apply? Apply online via the bank website or visit the nearest branch.
RBL Bank Fuel Credit Card,RBL Bank,Fuel Credit Card,"Dining, Travel, Fuel",https://www.rblbank.com/fuel-credit-card,"The RBL Bank Fuel Credit Card offers exceptional benefits for users looking for emi and cashback rewards. Features include No annual fee for first year, Free airport lounge access, and Reward points on every spend. Perfect for frequent business users.",Minimum age 21 years; Good credit score (700+); Indian resident,Exclusive dining offers; No annual fee for first year; Free airport lounge access,How to apply? Apply online via the bank website or visit the nearest branch.
RBL Bank Platinum Credit Card,RBL Bank,Platinum Credit Card,"Dining, EMI, Business",https://www.rblbank.com/platinum-credit-card,"The RBL Bank Platinum Credit Card offers exceptional benefits for users looking for dining and cashback rewards. Features include No annual fee for first year, Free airport lounge access, and Free airport lounge access. Perfect for frequent business users.","Good credit score (700+); Indian resident; Minimum monthly income of ₹25,000",Movie ticket discounts; Free airport lounge access; Complimentary insurance coverage,How to apply? Apply online via the bank website or visit the nearest branch.
RBL Bank Cashback Credit Card,RBL Bank,Cashback Credit Card,"Airport Lounge, Cashback, Rewards",https://www.rblbank.com/cashback-credit-card,"The RBL Bank Cashback Credit Card offers exceptional benefits for users looking for shopping and shopping rewards. Features include No annual fee for first year, Free airport lounge access, and Exclusive dining offers. Perfect for frequent shoppers.","Minimum monthly income of ₹25,000; Minimum age 21 years; Indian resident",Fuel surcharge waiver; Complimentary insurance coverage; Movie ticket discounts,How to apply? Apply online via the bank website or visit the nearest branch.
RBL Bank Fuel Credit Card,RBL Bank,Fuel Credit Card,"Rewards, Business, Airport Lounge",https://www.rblbank.com/fuel-credit-card,"The RBL Bank Fuel Credit Card offers exceptional benefits for users looking for rewards and fuel rewards. Features include Free airport lounge access, No annual fee for first year, and Fuel surcharge waiver. Perfect for frequent travelers.","Salaried or self-employed; Minimum monthly income of ₹25,000; Good credit score (700+)",EMI on purchases; Movie ticket discounts; Reward points on every spend,How to apply? Apply online via the bank website or visit the nearest branch.
RBL Bank Classic Credit Card,RBL Bank,Classic Credit Card,"Fuel, EMI, Airport Lounge",https://www.rblbank.com/classic-credit-card,"The RBL Bank Classic Credit Card offers exceptional benefits for users looking for cashback and fuel rewards. Features include Fuel surcharge waiver, EMI on purchases, and EMI on purchases. Perfect for frequent business users.",Salaried or self-employed; Minimum age 21 years; Good credit score (700+),Complimentary insurance coverage; Free airport lounge access; EMI on purchases,How to apply? Apply online via the bank website or visit the nearest branch.
RBL Bank Cashback Credit Card,RBL Bank,Cashback Credit Card,"Business, Fuel, Shopping",https://www.rblbank.com/cashback-credit-card,"The RBL Bank Cashback Credit Card offers exceptional benefits for users looking for dining and cashback rewards. Features include Movie ticket discounts, EMI on purchases, and Fuel surcharge waiver. Perfect for frequent families.",Minimum age 21 years; Indian resident; Salaried or self-employed,Free airport lounge access; EMI on purchases; Exclusive dining offers,How to apply? Apply online via the bank website or visit the nearest branch.
RBL Bank Youth Credit Card,RBL Bank,Youth Credit Card,"Rewards, Business, Travel",https://www.rblbank.com/youth-credit-card,"The RBL Bank Youth Credit Card offers exceptional benefits for users looking for airport lounge and business rewards. Features include Reward points on every spend, Free airport lounge access, and Exclusive dining offers. Perfect for frequent shoppers.",Salaried or self-employed; Good credit score (700+); Minimum age 21 years,Fuel surcharge waiver; Movie ticket discounts; Exclusive dining offers,How to apply? Apply online via the bank website or visit the nearest branch.
RBL Bank Fuel Credit Card,RBL Bank,Fuel Credit Card,"Cashback, Airport Lounge, Dining",https://www.rblbank.com/fuel-credit-card,"The RBL Bank Fuel Credit Card offers exceptional benefits for users looking for business and fuel rewards. Features include Reward points on every spend, Exclusive dining offers, and EMI on purchases. Perfect for frequent shoppers.","Minimum monthly income of ₹25,000; Minimum age 21 years; Salaried or self-employed",Exclusive dining offers; No annual fee for first year; Movie ticket discounts,How to apply? Apply online via the bank website or visit the nearest branch.
South Indian Bank Classic Credit Card,South Indian Bank,Classic Credit Card,"Airport Lounge, Cashback, Dining",https://www.southindianbank.com/classic-credit-card,"The South Indian Bank Classic Credit Card offers exceptional benefits for users looking for business and dining rewards. Features include No annual fee for first year, Exclusive dining offers, and Fuel surcharge waiver. Perfect for frequent business users.","Good credit score (700+); Minimum monthly income of ₹25,000; Salaried or self-employed",EMI on purchases; No annual fee for first year; Movie ticket discounts,How to apply? Apply online via the bank website or visit the nearest branch.
South Indian Bank Corporate Credit Card,South Indian Bank,Corporate Credit Card,"Fuel, EMI, Travel",https://www.southindianbank.com/corporate-credit-card,"The South Indian Bank Corporate Credit Card offers exceptional benefits for users looking for travel and travel rewards. Features include 5% cashback on online purchases, Complimentary insurance coverage, and Reward points on every spend. Perfect for frequent business users.",Salaried or self-employed; Indian resident; Minimum age 21 years,Free airport lounge access; Fuel surcharge waiver; EMI on purchases,How to apply? Apply online via the bank website or visit the nearest branch.
South Indian Bank Fuel Credit Card,South Indian Bank,Fuel Credit Card,"Cashback, Travel, Business",https://www.southindianbank.com/fuel-credit-card,"The South Indian Bank Fuel Credit Card offers exceptional benefits for users looking for shopping and dining rewards. Features include EMI on purchases, Reward points on every spend, and Free airport lounge access. Perfect for frequent families.","Minimum age 21 years; Indian resident; Minimum monthly income of ₹25,000",Exclusive dining offers; 5% cashback on online purchases; No annual fee for first year,How to apply? Apply online via the bank website or visit the nearest branch.
South Indian Bank Shopping Credit Card,South Indian Bank,Shopping Credit Card,"Business, Shopping, Travel",https://www.southindianbank.com/shopping-credit-card,"The South Indian Bank Shopping Credit Card offers exceptional benefits for users looking for dining and shopping rewards. Features include No annual fee for first year, 5% cashback on online purchases, and Reward points on every spend. Perfect for frequent shoppers.",Good credit score (700+); Salaried or self-employed; Indian resident,Complimentary insurance coverage; 5% cashback on online purchases; Fuel surcharge waiver,How to apply? Apply online via the bank website or visit the nearest branch.
South Indian Bank Youth Credit Card,South Indian Bank,Youth Credit Card,"Cashback, Airport Lounge, Fuel",https://www.southindianbank.com/youth-credit-card,"The South Indian Bank Youth Credit Card offers exceptional benefits for users looking for fuel and dining rewards. Features include Exclusive dining offers, Movie ticket discounts, and 5% cashback on online purchases. Perfect for frequent business users.",Indian resident; Salaried or self-employed; Minimum age 21 years,Exclusive dining offers; No annual fee for first year; Reward points on every spend,How to apply? Apply online via the bank website or visit the nearest branch.
South Indian Bank Signature Credit Card,South Indian Bank,Signature Credit Card,"Airport Lounge, Dining, Travel",https://www.southindianbank.com/signature-credit-card,"The South Indian Bank Signature Credit Card offers exceptional benefits for users looking for airport lounge and fuel rewards. Features include 5% cashback on online purchases, Exclusive dining offers, and Free airport lounge access. Perfect for frequent families.","Minimum monthly income of ₹25,000; Minimum age 21 years; Good credit score (700+)",No annual fee for first year; 5% cashback on online purchases; Exclusive dining offers,How to apply? Apply online via the bank website or visit the nearest branch.
South Indian Bank Cashback Credit Card,South Indian Bank,Cashback Credit Card,"Dining, Rewards, Business",https://www.southindianbank.com/cashback-credit-card,"The South Indian Bank Cashback Credit Card offers exceptional benefits for users looking for airport lounge and cashback rewards. Features include 5% cashback on online purchases, Complimentary insurance coverage, and EMI on purchases. Perfect for frequent families.","Good credit score (700+); Indian resident; Minimum monthly income of ₹25,000",Movie ticket discounts; 5% cashback on online purchases; Exclusive dining offers,How to apply? Apply online via the bank website or visit the nearest branch.
South Indian Bank Classic Credit Card,South Indian Bank,Classic Credit Card,"Fuel, Rewards, Airport Lounge",https://www.southindianbank.com/classic-credit-card,"The South Indian Bank Classic Credit Card offers exceptional benefits for users looking for business and shopping rewards. Features include Movie ticket discounts, EMI on purchases, and No annual fee for first year. Perfect for frequent travelers.","Minimum monthly income of ₹25,000; Salaried or self-employed; Minimum age 21 years",No annual fee for first year; Complimentary insurance coverage; 5% cashback on online purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Tamilnad Mercantile Bank Classic Credit Card,Tamilnad Mercantile Bank,Classic Credit Card,"Cashback, EMI, Airport Lounge",https://www.tamilnadmercantilebank.com/classic-credit-card,"The Tamilnad Mercantile Bank Classic Credit Card offers exceptional benefits for users looking for cashback and travel rewards. Features include No annual fee for first year, 5% cashback on online purchases, and Exclusive dining offers. Perfect for frequent travelers.",Minimum age 21 years; Good credit score (700+); Salaried or self-employed,Fuel surcharge waiver; Free airport lounge access; Exclusive dining offers,How to apply? Apply online via the bank website or visit the nearest branch.
Tamilnad Mercantile Bank Corporate Credit Card,Tamilnad Mercantile Bank,Corporate Credit Card,"Airport Lounge, Business, Cashback",https://www.tamilnadmercantilebank.com/corporate-credit-card,"The Tamilnad Mercantile Bank Corporate Credit Card offers exceptional benefits for users looking for airport lounge and airport lounge rewards. Features include Reward points on every spend, EMI on purchases, and EMI on purchases. Perfect for frequent shoppers.",Minimum age 21 years; Good credit score (700+); Indian resident,Fuel surcharge waiver; Free airport lounge access; Complimentary insurance coverage,How to apply? Apply online via the bank website or visit the nearest branch.
Tamilnad Mercantile Bank Youth Credit Card,Tamilnad Mercantile Bank,Youth Credit Card,"Cashback, Business, Fuel",https://www.tamilnadmercantilebank.com/youth-credit-card,"The Tamilnad Mercantile Bank Youth Credit Card offers exceptional benefits for users looking for dining and shopping rewards. Features include Reward points on every spend, Fuel surcharge waiver, and Reward points on every spend. Perfect for frequent shoppers.","Good credit score (700+); Minimum age 21 years; Minimum monthly income of ₹25,000",EMI on purchases; Exclusive dining offers; Free airport lounge access,How to apply? Apply online via the bank website or visit the nearest branch.
Tamilnad Mercantile Bank Rewards Credit Card,Tamilnad Mercantile Bank,Rewards Credit Card,"Airport Lounge, Rewards, EMI",https://www.tamilnadmercantilebank.com/rewards-credit-card,"The Tamilnad Mercantile Bank Rewards Credit Card offers exceptional benefits for users looking for fuel and business rewards. Features include EMI on purchases, Complimentary insurance coverage, and No annual fee for first year. Perfect for frequent business users.","Good credit score (700+); Salaried or self-employed; Minimum monthly income of ₹25,000",Movie ticket discounts; No annual fee for first year; Reward points on every spend,How to apply? Apply online via the bank website or visit the nearest branch.
Tamilnad Mercantile Bank Travel Credit Card,Tamilnad Mercantile Bank,Travel Credit Card,"Dining, Business, EMI",https://www.tamilnadmercantilebank.com/travel-credit-card,"The Tamilnad Mercantile Bank Travel Credit Card offers exceptional benefits for users looking for travel and cashback rewards. Features include Free airport lounge access, Complimentary insurance coverage, and Free airport lounge access. Perfect for frequent shoppers.",Good credit score (700+); Minimum age 21 years; Salaried or self-employed,Reward points on every spend; 5% cashback on online purchases; EMI on purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Tamilnad Mercantile Bank Gold Credit Card,Tamilnad Mercantile Bank,Gold Credit Card,"Airport Lounge, Cashback, Shopping",https://www.tamilnadmercantilebank.com/gold-credit-card,"The Tamilnad Mercantile Bank Gold Credit Card offers exceptional benefits for users looking for cashback and rewards rewards. Features include Fuel surcharge waiver, No annual fee for first year, and No annual fee for first year. Perfect for frequent shoppers.",Salaried or self-employed; Indian resident; Good credit score (700+),5% cashback on online purchases; No annual fee for first year; EMI on purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Tamilnad Mercantile Bank Travel Credit Card,Tamilnad Mercantile Bank,Travel Credit Card,"EMI, Travel, Airport Lounge",https://www.tamilnadmercantilebank.com/travel-credit-card,"The Tamilnad Mercantile Bank Travel Credit Card offers exceptional benefits for users looking for business and shopping rewards. Features include Free airport lounge access, No annual fee for first year, and Free airport lounge access. Perfect for frequent shoppers.","Salaried or self-employed; Minimum monthly income of ₹25,000; Indian resident",Exclusive dining offers; EMI on purchases; Free airport lounge access,How to apply? Apply online via the bank website or visit the nearest branch.
Tamilnad Mercantile Bank Cashback Credit Card,Tamilnad Mercantile Bank,Cashback Credit Card,"Cashback, Travel, Shopping",https://www.tamilnadmercantilebank.com/cashback-credit-card,"The Tamilnad Mercantile Bank Cashback Credit Card offers exceptional benefits for users looking for business and business rewards. Features include Complimentary insurance coverage, EMI on purchases, and No annual fee for first year. Perfect for frequent families.","Minimum age 21 years; Minimum monthly income of ₹25,000; Indian resident",Movie ticket discounts; Exclusive dining offers; Free airport lounge access,How to apply? Apply online via the bank website or visit the nearest branch.
Yes Bank Youth Credit Card,Yes Bank,Youth Credit Card,"Business, Shopping, Airport Lounge",https://www.yesbank.com/youth-credit-card,"The Yes Bank Youth Credit Card offers exceptional benefits for users looking for emi and fuel rewards. Features include Free airport lounge access, EMI on purchases, and Movie ticket discounts. Perfect for frequent travelers.",Minimum age 21 years; Good credit score (700+); Indian resident,Complimentary insurance coverage; 5% cashback on online purchases; Free airport lounge access,How to apply? Apply online via the bank website or visit the nearest branch.
Yes Bank Classic Credit Card,Yes Bank,Classic Credit Card,"EMI, Cashback, Dining",https://www.yesbank.com/classic-credit-card,"The Yes Bank Classic Credit Card offers exceptional benefits for users looking for emi and business rewards. Features include Complimentary insurance coverage, Free airport lounge access, and No annual fee for first year. Perfect for frequent business users.","Salaried or self-employed; Minimum monthly income of ₹25,000; Indian resident",Complimentary insurance coverage; Reward points on every spend; Movie ticket discounts,How to apply? Apply online via the bank website or visit the nearest branch.
Yes Bank Youth Credit Card,Yes Bank,Youth Credit Card,"Travel, Airport Lounge, Shopping",https://www.yesbank.com/youth-credit-card,"The Yes Bank Youth Credit Card offers exceptional benefits for users looking for rewards and dining rewards. Features include Complimentary insurance coverage, Exclusive dining offers, and Fuel surcharge waiver. Perfect for frequent travelers.","Good credit score (700+); Minimum monthly income of ₹25,000; Indian resident",Reward points on every spend; Complimentary insurance coverage; 5% cashback on online purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Yes Bank Corporate Credit Card,Yes Bank,Corporate Credit Card,"Travel, Cashback, Rewards",https://www.yesbank.com/corporate-credit-card,"The Yes Bank Corporate Credit Card offers exceptional benefits for users looking for shopping and shopping rewards. Features include Movie ticket discounts, Complimentary insurance coverage, and Reward points on every spend. Perfect for frequent families.","Minimum monthly income of ₹25,000; Indian resident; Minimum age 21 years",Free airport lounge access; Reward points on every spend; 5% cashback on online purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Yes Bank Rewards Credit Card,Yes Bank,Rewards Credit Card,"Cashback, EMI, Shopping",https://www.yesbank.com/rewards-credit-card,"The Yes Bank Rewards Credit Card offers exceptional benefits for users looking for airport lounge and fuel rewards. Features include Fuel surcharge waiver, 5% cashback on online purchases, and Reward points on every spend. Perfect for frequent travelers.","Minimum age 21 years; Salaried or self-employed; Minimum monthly income of ₹25,000",EMI on purchases; No annual fee for first year; Exclusive dining offers,How to apply? Apply online via the bank website or visit the nearest branch.
Yes Bank Corporate Credit Card,Yes Bank,Corporate Credit Card,"Dining, Fuel, Airport Lounge",https://www.yesbank.com/corporate-credit-card,"The Yes Bank Corporate Credit Card offers exceptional benefits for users looking for business and cashback rewards. Features include EMI on purchases, Free airport lounge access, and Complimentary insurance coverage. Perfect for frequent travelers.",Salaried or self-employed; Minimum age 21 years; Indian resident,Fuel surcharge waiver; Reward points on every spend; EMI on purchases,How to apply? Apply online via the bank website or visit the nearest branch.
Yes Bank Platinum Credit Card,Yes Bank,Platinum Credit Card,"EMI, Shopping, Fuel",https://www.yesbank.com/platinum-credit-card,"The Yes Bank Platinum Credit Card offers exceptional benefits for users looking for fuel and airport lounge rewards. Features include Fuel surcharge waiver, Free airport lounge access, and Reward points on every spend. Perfect for frequent families.",Good credit score (700+); Salaried or self-employed; Indian resident,Movie ticket discounts; Exclusive dining offers; Fuel surcharge waiver,How to apply? Apply online via the bank website or visit the nearest branch.
Yes Bank Classic Credit Card,Yes Bank,Classic Credit Card,"Dining, EMI, Business",https://www.yesbank.com/classic-credit-card,"The Yes Bank Classic Credit Card offers exceptional benefits for users looking for cashback and business rewards. Features include No annual fee for first year, Complimentary insurance coverage, and 5% cashback on online purchases. Perfect for frequent shoppers.",Good credit score (700+); Salaried or self-employed; Minimum age 21 years,Reward points on every spend; 5% cashback on online purchases; Complimentary insurance coverage,How to apply? Apply online via the bank website or visit the nearest branch.
